State_UT,District,Registration_Date,Year,Month,Vehicle_Category,Fuel_Type,Manufacturer,Monthly_EV_Registrations,Charging_Stations,Population,Quarter,EV_per_100k_Population,EV_to_Charging_Station_Ratio
Jharkhand,Dhanbad,2018-11-25,2018,11,2W,Battery Electric (BEV),Ather Energy,1,0,39000000,4,0.0026,
Jharkhand,Ranchi,2018-12-03,2018,12,2W,Plug-in Hybrid (PHEV),Ola Electric,1,13,39000000,4,0.0026,0.08
Jharkhand,Dhanbad,2018-12-04,2018,12,Bus,Battery Electric (BEV),Olectra Greentech,0,6,39000000,4,0.0,0.0
Jharkhand,Ranchi,2019-01-13,2019,1,2W,Battery Electric (BEV),Okinawa Autotech,1,10,39000000,1,0.0026,0.1
Jharkhand,Dhanbad,2019-02-02,2019,2,Commercial,Plug-in Hybrid (PHEV),Eicher Motors,0,0,39000000,1,0.0,
Jharkhand,Jamshedpur,2019-02-06,2019,2,2W,Battery Electric (BEV),Bajaj Auto,1,13,39000000,1,0.0026,0.08
Jharkhand,Jamshedpur,2019-02-21,2019,2,3W,Battery Electric (BEV),Bajaj Auto,0,17,39000000,1,0.0,0.0
Jharkhand,Jamshedpur,2019-03-02,2019,3,2W,Battery Electric (BEV),Bajaj Auto,1,2,39000000,1,0.0026,0.5
Jharkhand,Jamshedpur,2019-03-15,2019,3,Car,Plug-in Hybrid (PHEV),Hyundai,0,5,39000000,1,0.0,0.0
Jharkhand,Ranchi,2019-04-01,2019,4,2W,Battery Electric (BEV),TVS Motor,1,14,39000000,2,0.0026,0.07
Jharkhand,Jamshedpur,2019-05-25,2019,5,2W,Battery Electric (BEV),Ola Electric,1,6,39000000,2,0.0026,0.17
Jharkhand,Jamshedpur,2019-06-08,2019,6,2W,Battery Electric (BEV),TVS Motor,1,0,39000000,2,0.0026,
Jharkhand,Jamshedpur,2019-07-08,2019,7,2W,Battery Electric (BEV),Okinawa Autotech,1,16,39000000,3,0.0026,0.06
Jharkhand,Ranchi,2019-08-01,2019,8,2W,Battery Electric (BEV),Okinawa Autotech,1,9,39000000,3,0.0026,0.11
Jharkhand,Jamshedpur,2019-09-04,2019,9,3W,Battery Electric (BEV),Piaggio,0,7,39000000,3,0.0,0.0
Jharkhand,Ranchi,2019-09-13,2019,9,2W,Battery Electric (BEV),Ather Energy,1,18,39000000,3,0.0026,0.06
Jharkhand,Not Specified,2019-09-24,2019,9,Commercial,Battery Electric (BEV),Ashok Leyland,0,10,39000000,3,0.0,0.0
Jharkhand,Dhanbad,2019-10-16,2019,10,2W,Battery Electric (BEV),Hero Electric,1,10,39000000,4,0.0026,0.1
Jharkhand,Dhanbad,2019-10-18,2019,10,3W,Battery Electric (BEV),Kinetic Green,0,19,39000000,4,0.0,0.0
Jharkhand,Dhanbad,2019-11-20,2019,11,2W,Battery Electric (BEV),TVS Motor,1,11,39000000,4,0.0026,0.09
Jharkhand,Ranchi,2019-12-06,2019,12,Commercial,Battery Electric (BEV),Ashok Leyland,0,8,39000000,4,0.0,0.0
Jharkhand,Ranchi,2019-12-06,2019,12,3W,Battery Electric (BEV),YC Electric,0,21,39000000,4,0.0,0.0
Jharkhand,Ranchi,2019-12-11,2019,12,Car,Battery Electric (BEV),Mahindra Electric,0,12,39000000,4,0.0,0.0
Jharkhand,Ranchi,2019-12-11,2019,12,2W,Battery Electric (BEV),Bajaj Auto,1,4,39000000,4,0.0026,0.25
Jharkhand,Dhanbad,2019-12-27,2019,12,Bus,Battery Electric (BEV),Ashok Leyland,0,0,39000000,4,0.0,
Jharkhand,Dhanbad,2020-01-05,2020,1,2W,Battery Electric (BEV),Okinawa Autotech,1,6,39000000,1,0.0026,0.17
Jharkhand,Dhanbad,2020-01-17,2020,1,Car,Battery Electric (BEV),Tata Motors,0,21,39000000,1,0.0,0.0
Jharkhand,Dhanbad,2020-02-07,2020,2,Commercial,Plug-in Hybrid (PHEV),Eicher Motors,0,8,39000000,1,0.0,0.0
Jharkhand,Jamshedpur,2020-02-09,2020,2,3W,Battery Electric (BEV),Bajaj Auto,0,11,39000000,1,0.0,0.0
Jharkhand,Ranchi,2020-02-18,2020,2,2W,Battery Electric (BEV),Ather Energy,1,18,39000000,1,0.0026,0.06
Jharkhand,Dhanbad,2020-03-08,2020,3,2W,Battery Electric (BEV),Hero Electric,1,12,39000000,1,0.0026,0.08
Jharkhand,Ranchi,2020-03-17,2020,3,Car,Plug-in Hybrid (PHEV),Hyundai,0,10,39000000,1,0.0,0.0
Jharkhand,Not Specified,2020-04-08,2020,4,Bus,Battery Electric (BEV),Olectra Greentech,0,15,39000000,2,0.0,0.0
Jharkhand,Ranchi,2020-04-21,2020,4,2W,Battery Electric (BEV),Ola Electric,1,27,39000000,2,0.0026,0.04
Jharkhand,Jamshedpur,2020-05-02,2020,5,2W,Battery Electric (BEV),Okinawa Autotech,1,23,39000000,2,0.0026,0.04
Jharkhand,Jamshedpur,2020-05-09,2020,5,3W,Battery Electric (BEV),Mahindra Electric,0,13,39000000,2,0.0,0.0
Jharkhand,Dhanbad,2020-05-12,2020,5,Car,Battery Electric (BEV),Hyundai,0,10,39000000,2,0.0,0.0
Jharkhand,Ranchi,2020-06-01,2020,6,Bus,Battery Electric (BEV),PMI Electro,0,10,39000000,2,0.0,0.0
Jharkhand,Ranchi,2020-06-15,2020,6,2W,Battery Electric (BEV),Ather Energy,1,6,39000000,2,0.0026,0.17
Jharkhand,Ranchi,2020-07-05,2020,7,2W,Plug-in Hybrid (PHEV),Ola Electric,1,12,39000000,3,0.0026,0.08
Jharkhand,Ranchi,2020-07-08,2020,7,Bus,Battery Electric (BEV),PMI Electro,0,14,39000000,3,0.0,0.0
Jharkhand,Dhanbad,2020-08-20,2020,8,Bus,Battery Electric (BEV),PMI Electro,0,2,39000000,3,0.0,0.0
Jharkhand,Dhanbad,2020-09-05,2020,9,Bus,Battery Electric (BEV),Ashok Leyland,0,4,39000000,3,0.0,0.0
Jharkhand,Jamshedpur,2020-09-09,2020,9,Commercial,Battery Electric (BEV),Tata Motors,0,21,39000000,3,0.0,0.0
Jharkhand,Jamshedpur,2020-09-13,2020,9,2W,Battery Electric (BEV),Okinawa Autotech,1,22,39000000,3,0.0026,0.05
Jharkhand,Dhanbad,2020-10-13,2020,10,Commercial,Battery Electric (BEV),Mahindra Electric,0,21,39000000,4,0.0,0.0
Jharkhand,Ranchi,2020-10-13,2020,10,3W,Plug-in Hybrid (PHEV),Kinetic Green,0,17,39000000,4,0.0,0.0
Jharkhand,Dhanbad,2020-10-14,2020,10,2W,Battery Electric (BEV),Bajaj Auto,1,12,39000000,4,0.0026,0.08
Jharkhand,Ranchi,2020-10-26,2020,10,Bus,Battery Electric (BEV),Ashok Leyland,0,14,39000000,4,0.0,0.0
Jharkhand,Jamshedpur,2020-11-09,2020,11,3W,Battery Electric (BEV),YC Electric,0,11,39000000,4,0.0,0.0
Jharkhand,Jamshedpur,2020-11-26,2020,11,2W,Battery Electric (BEV),Bajaj Auto,1,12,39000000,4,0.0026,0.08
Jharkhand,Dhanbad,2020-12-03,2020,12,Commercial,Battery Electric (BEV),Tata Motors,0,0,39000000,4,0.0,
Jharkhand,Dhanbad,2020-12-15,2020,12,2W,Battery Electric (BEV),Ather Energy,1,21,39000000,4,0.0026,0.05
Jharkhand,Ranchi,2021-01-19,2021,1,2W,Battery Electric (BEV),Hero Electric,3,10,39000000,1,0.0077,0.3
Jharkhand,Ranchi,2021-01-23,2021,1,Commercial,Battery Electric (BEV),Ashok Leyland,0,9,39000000,1,0.0,0.0
Jharkhand,Dhanbad,2021-02-11,2021,2,3W,Battery Electric (BEV),Piaggio,0,27,39000000,1,0.0,0.0
Jharkhand,Ranchi,2021-02-14,2021,2,2W,Battery Electric (BEV),Ola Electric,2,19,39000000,1,0.0051,0.11
Jharkhand,Dhanbad,2021-03-06,2021,3,2W,Battery Electric (BEV),Ola Electric,2,0,39000000,1,0.0051,
Jharkhand,Ranchi,2021-03-07,2021,3,Commercial,Battery Electric (BEV),Ashok Leyland,0,20,39000000,1,0.0,0.0
Jharkhand,Jamshedpur,2021-03-23,2021,3,Bus,Battery Electric (BEV),Ashok Leyland,0,26,39000000,1,0.0,0.0
Jharkhand,Dhanbad,2021-04-03,2021,4,2W,Battery Electric (BEV),Ola Electric,2,31,39000000,2,0.0051,0.06
Jharkhand,Ranchi,2021-04-21,2021,4,Bus,Plug-in Hybrid (PHEV),Olectra Greentech,0,16,39000000,2,0.0,0.0
Jharkhand,Ranchi,2021-05-05,2021,5,2W,Battery Electric (BEV),TVS Motor,2,26,39000000,2,0.0051,0.08
Jharkhand,Ranchi,2021-06-05,2021,6,2W,Battery Electric (BEV),Bajaj Auto,3,29,39000000,2,0.0077,0.1
Jharkhand,Jamshedpur,2021-07-16,2021,7,2W,Battery Electric (BEV),Okinawa Autotech,2,31,39000000,3,0.0051,0.06
Jharkhand,Jamshedpur,2021-07-18,2021,7,3W,Battery Electric (BEV),Kinetic Green,0,15,39000000,3,0.0,0.0
Jharkhand,Jamshedpur,2021-08-02,2021,8,2W,Plug-in Hybrid (PHEV),Bajaj Auto,1,26,39000000,3,0.0026,0.04
Jharkhand,Dhanbad,2021-09-06,2021,9,2W,Battery Electric (BEV),Ather Energy,1,20,39000000,3,0.0026,0.05
Jharkhand,Dhanbad,2021-09-10,2021,9,Car,Battery Electric (BEV),Hyundai,0,24,39000000,3,0.0,0.0
Jharkhand,Dhanbad,2021-09-26,2021,9,Commercial,Battery Electric (BEV),Ashok Leyland,0,15,39000000,3,0.0,0.0
Jharkhand,Dhanbad,2021-10-16,2021,10,2W,Battery Electric (BEV),Ola Electric,1,13,39000000,4,0.0026,0.08
Jharkhand,Ranchi,2021-10-25,2021,10,Car,Battery Electric (BEV),MG Motor,0,12,39000000,4,0.0,0.0
Jharkhand,Ranchi,2021-11-13,2021,11,2W,Battery Electric (BEV),Bajaj Auto,1,29,39000000,4,0.0026,0.03
Jharkhand,Ranchi,2021-11-15,2021,11,Bus,Plug-in Hybrid (PHEV),Ashok Leyland,0,9,39000000,4,0.0,0.0
Jharkhand,Dhanbad,2021-11-18,2021,11,Commercial,Battery Electric (BEV),Mahindra Electric,0,25,39000000,4,0.0,0.0
Jharkhand,Dhanbad,2021-12-08,2021,12,Commercial,Battery Electric (BEV),Ashok Leyland,0,15,39000000,4,0.0,0.0
Jharkhand,Ranchi,2021-12-14,2021,12,2W,Battery Electric (BEV),Ather Energy,3,14,39000000,4,0.0077,0.21
Jharkhand,Ranchi,2022-01-04,2022,1,Bus,Battery Electric (BEV),Ashok Leyland,0,31,39000000,1,0.0,0.0
Jharkhand,Jamshedpur,2022-01-14,2022,1,2W,Battery Electric (BEV),TVS Motor,3,31,39000000,1,0.0077,0.1
Jharkhand,Dhanbad,2022-01-14,2022,1,Car,Battery Electric (BEV),Mahindra Electric,1,27,39000000,1,0.0026,0.04
Jharkhand,Ranchi,2022-01-16,2022,1,3W,Battery Electric (BEV),Kinetic Green,1,32,39000000,1,0.0026,0.03
Jharkhand,Ranchi,2022-01-21,2022,1,Commercial,Battery Electric (BEV),Ashok Leyland,0,14,39000000,1,0.0,0.0
Jharkhand,Jamshedpur,2022-02-05,2022,2,Car,Battery Electric (BEV),MG Motor,1,28,39000000,1,0.0026,0.04
Jharkhand,Not Specified,2022-02-06,2022,2,2W,Battery Electric (BEV),Hero Electric,2,22,39000000,1,0.0051,0.09
Jharkhand,Not Specified,2022-02-15,2022,2,3W,Battery Electric (BEV),YC Electric,1,22,39000000,1,0.0026,0.05
Jharkhand,Jamshedpur,2022-03-03,2022,3,2W,Battery Electric (BEV),Bajaj Auto,6,25,39000000,1,0.0154,0.24
Jharkhand,Ranchi,2022-03-14,2022,3,3W,Battery Electric (BEV),YC Electric,1,20,39000000,1,0.0026,0.05
Jharkhand,Jamshedpur,2022-03-24,2022,3,Car,Battery Electric (BEV),Hyundai,1,11,39000000,1,0.0026,0.09
Jharkhand,Dhanbad,2022-04-11,2022,4,Car,Battery Electric (BEV),Kia,1,16,39000000,2,0.0026,0.06
Jharkhand,Dhanbad,2022-04-11,2022,4,Bus,Battery Electric (BEV),Tata Motors,0,23,39000000,2,0.0,0.0
Jharkhand,Jamshedpur,2022-04-14,2022,4,2W,Battery Electric (BEV),TVS Motor,5,20,39000000,2,0.0128,0.25
Jharkhand,Jamshedpur,2022-05-16,2022,5,2W,Battery Electric (BEV),Ather Energy,6,10,39000000,2,0.0154,0.6
Jharkhand,Jamshedpur,2022-05-17,2022,5,Car,Battery Electric (BEV),Hyundai,1,28,39000000,2,0.0026,0.04
Jharkhand,Ranchi,2022-05-25,2022,5,3W,Battery Electric (BEV),Bajaj Auto,1,29,39000000,2,0.0026,0.03
Jharkhand,Dhanbad,2022-06-05,2022,6,3W,Battery Electric (BEV),Kinetic Green,1,14,39000000,2,0.0026,0.07
Jharkhand,Jamshedpur,2022-06-10,2022,6,2W,Battery Electric (BEV),Ola Electric,6,31,39000000,2,0.0154,0.19
Jharkhand,Ranchi,2022-06-18,2022,6,Car,Battery Electric (BEV),Hyundai,1,30,39000000,2,0.0026,0.03
Jharkhand,Jamshedpur,2022-07-03,2022,7,Commercial,Battery Electric (BEV),Mahindra Electric,0,27,39000000,3,0.0,0.0
Jharkhand,Jamshedpur,2022-07-06,2022,7,Car,Plug-in Hybrid (PHEV),Kia,1,15,39000000,3,0.0026,0.07
Jharkhand,Ranchi,2022-07-18,2022,7,2W,Battery Electric (BEV),Hero Electric,6,15,39000000,3,0.0154,0.4
Jharkhand,Ranchi,2022-08-05,2022,8,3W,Battery Electric (BEV),YC Electric,1,6,39000000,3,0.0026,0.17
Jharkhand,Ranchi,2022-08-11,2022,8,Bus,Battery Electric (BEV),Tata Motors,0,25,39000000,3,0.0,0.0
Jharkhand,Ranchi,2022-08-22,2022,8,2W,Battery Electric (BEV),Bajaj Auto,5,23,39000000,3,0.0128,0.22
Jharkhand,Not Specified,2022-08-26,2022,8,Car,Battery Electric (BEV),Hyundai,0,22,39000000,3,0.0,0.0
Jharkhand,Ranchi,2022-09-01,2022,9,Car,Battery Electric (BEV),Kia,1,12,39000000,3,0.0026,0.08
Jharkhand,Jamshedpur,2022-09-01,2022,9,2W,Battery Electric (BEV),Bajaj Auto,4,19,39000000,3,0.0103,0.21
Jharkhand,Ranchi,2022-09-04,2022,9,Commercial,Battery Electric (BEV),Mahindra Electric,0,29,39000000,3,0.0,0.0
Jharkhand,Jamshedpur,2022-09-16,2022,9,3W,Battery Electric (BEV),Bajaj Auto,1,0,39000000,3,0.0026,
Jharkhand,Dhanbad,2022-10-09,2022,10,3W,Battery Electric (BEV),Bajaj Auto,1,21,39000000,4,0.0026,0.05
Jharkhand,Dhanbad,2022-10-14,2022,10,2W,Battery Electric (BEV),Hero Electric,4,20,39000000,4,0.0103,0.2
Jharkhand,Jamshedpur,2022-10-20,2022,10,Car,Battery Electric (BEV),Hyundai,1,24,39000000,4,0.0026,0.04
Jharkhand,Not Specified,2022-11-01,2022,11,3W,Battery Electric (BEV),Kinetic Green,1,22,39000000,4,0.0026,0.05
Jharkhand,Dhanbad,2022-11-12,2022,11,Car,Plug-in Hybrid (PHEV),BYD,1,21,39000000,4,0.0026,0.05
Jharkhand,Jamshedpur,2022-11-16,2022,11,2W,Battery Electric (BEV),TVS Motor,4,22,39000000,4,0.0103,0.18
Jharkhand,Ranchi,2022-12-04,2022,12,Bus,Battery Electric (BEV),Olectra Greentech,0,58,39000000,4,0.0,0.0
Jharkhand,Jamshedpur,2022-12-10,2022,12,2W,Battery Electric (BEV),Okinawa Autotech,5,23,39000000,4,0.0128,0.22
Jharkhand,Jamshedpur,2022-12-18,2022,12,3W,Battery Electric (BEV),Kinetic Green,1,11,39000000,4,0.0026,0.09
Jharkhand,Ranchi,2022-12-27,2022,12,Car,Battery Electric (BEV),MG Motor,1,16,39000000,4,0.0026,0.06
Jharkhand,Jamshedpur,2023-01-04,2023,1,Bus,Battery Electric (BEV),Ashok Leyland,0,22,39000000,1,0.0,0.0
Jharkhand,Jamshedpur,2023-01-17,2023,1,Car,Battery Electric (BEV),Tata Motors,1,32,39000000,1,0.0026,0.03
Jharkhand,Ranchi,2023-01-18,2023,1,2W,Battery Electric (BEV),Hero Electric,12,29,39000000,1,0.0308,0.41
Jharkhand,Jamshedpur,2023-01-23,2023,1,3W,Battery Electric (BEV),YC Electric,1,22,39000000,1,0.0026,0.05
Jharkhand,Jamshedpur,2023-02-02,2023,2,Car,Battery Electric (BEV),Mahindra Electric,1,25,39000000,1,0.0026,0.04
Jharkhand,Ranchi,2023-02-05,2023,2,2W,Battery Electric (BEV),Okinawa Autotech,8,23,39000000,1,0.0205,0.35
Jharkhand,Jamshedpur,2023-02-06,2023,2,Commercial,Battery Electric (BEV),Mahindra Electric,0,26,39000000,1,0.0,0.0
Jharkhand,Jamshedpur,2023-02-25,2023,2,3W,Battery Electric (BEV),Bajaj Auto,1,34,39000000,1,0.0026,0.03
Jharkhand,Ranchi,2023-03-01,2023,3,Commercial,Battery Electric (BEV),Ashok Leyland,1,42,39000000,1,0.0026,0.02
Jharkhand,Ranchi,2023-03-15,2023,3,2W,Battery Electric (BEV),Ather Energy,9,41,39000000,1,0.0231,0.22
Jharkhand,Dhanbad,2023-03-17,2023,3,3W,Plug-in Hybrid (PHEV),Bajaj Auto,2,38,39000000,1,0.0051,0.05
Jharkhand,Jamshedpur,2023-03-22,2023,3,Car,Battery Electric (BEV),Kia,2,24,39000000,1,0.0051,0.08
Jharkhand,Dhanbad,2023-04-01,2023,4,3W,Plug-in Hybrid (PHEV),Bajaj Auto,2,19,39000000,2,0.0051,0.11
Jharkhand,Jamshedpur,2023-04-06,2023,4,Commercial,Battery Electric (BEV),Mahindra Electric,0,33,39000000,2,0.0,0.0
Jharkhand,Ranchi,2023-04-15,2023,4,Car,Battery Electric (BEV),BYD,1,36,39000000,2,0.0026,0.03
Jharkhand,Dhanbad,2023-04-24,2023,4,2W,Battery Electric (BEV),Hero Electric,7,14,39000000,2,0.0179,0.5
Jharkhand,Jamshedpur,2023-05-02,2023,5,3W,Battery Electric (BEV),YC Electric,3,41,39000000,2,0.0077,0.07
Jharkhand,Ranchi,2023-05-18,2023,5,2W,Battery Electric (BEV),Ola Electric,12,39,39000000,2,0.0308,0.31
Jharkhand,Dhanbad,2023-05-25,2023,5,Car,Battery Electric (BEV),MG Motor,1,32,39000000,2,0.0026,0.03
Jharkhand,Ranchi,2023-06-01,2023,6,Car,Battery Electric (BEV),Mahindra Electric,2,17,39000000,2,0.0051,0.12
Jharkhand,Ranchi,2023-06-25,2023,6,3W,Battery Electric (BEV),Kinetic Green,2,13,39000000,2,0.0051,0.15
Jharkhand,Jamshedpur,2023-06-26,2023,6,2W,Battery Electric (BEV),Ola Electric,6,24,39000000,2,0.0154,0.25
Jharkhand,Dhanbad,2023-06-26,2023,6,Bus,Battery Electric (BEV),Ashok Leyland,0,43,39000000,2,0.0,0.0
Jharkhand,Ranchi,2023-07-07,2023,7,3W,Battery Electric (BEV),Piaggio,1,34,39000000,3,0.0026,0.03
Jharkhand,Ranchi,2023-07-07,2023,7,2W,Battery Electric (BEV),Ather Energy,5,43,39000000,3,0.0128,0.12
Jharkhand,Jamshedpur,2023-07-24,2023,7,Commercial,Battery Electric (BEV),Tata Motors,1,11,39000000,3,0.0026,0.09
Jharkhand,Ranchi,2023-07-27,2023,7,Car,Battery Electric (BEV),Hyundai,1,25,39000000,3,0.0026,0.04
Jharkhand,Ranchi,2023-08-04,2023,8,2W,Battery Electric (BEV),Okinawa Autotech,9,28,39000000,3,0.0231,0.32
Jharkhand,Jamshedpur,2023-08-05,2023,8,Car,Battery Electric (BEV),Kia,1,39,39000000,3,0.0026,0.03
Jharkhand,Jamshedpur,2023-08-10,2023,8,3W,Battery Electric (BEV),Bajaj Auto,1,30,39000000,3,0.0026,0.03
Jharkhand,Ranchi,2023-09-17,2023,9,3W,Battery Electric (BEV),YC Electric,2,21,39000000,3,0.0051,0.1
Jharkhand,Ranchi,2023-09-19,2023,9,2W,Battery Electric (BEV),Okinawa Autotech,7,19,39000000,3,0.0179,0.37
Jharkhand,Dhanbad,2023-09-26,2023,9,Car,Battery Electric (BEV),Tata Motors,1,26,39000000,3,0.0026,0.04
Jharkhand,Jamshedpur,2023-10-07,2023,10,Car,Plug-in Hybrid (PHEV),MG Motor,1,23,39000000,4,0.0026,0.04
Jharkhand,Jamshedpur,2023-10-10,2023,10,2W,Plug-in Hybrid (PHEV),Ola Electric,6,33,39000000,4,0.0154,0.18
Jharkhand,Dhanbad,2023-10-16,2023,10,3W,Battery Electric (BEV),Bajaj Auto,2,22,39000000,4,0.0051,0.09
Jharkhand,Ranchi,2023-10-22,2023,10,Bus,Battery Electric (BEV),PMI Electro,0,20,39000000,4,0.0,0.0
Jharkhand,Dhanbad,2023-11-07,2023,11,2W,Battery Electric (BEV),Okinawa Autotech,6,32,39000000,4,0.0154,0.19
Jharkhand,Ranchi,2023-11-10,2023,11,Bus,Battery Electric (BEV),Ashok Leyland,0,27,39000000,4,0.0,0.0
Jharkhand,Dhanbad,2023-11-13,2023,11,3W,Battery Electric (BEV),YC Electric,1,26,39000000,4,0.0026,0.04
Jharkhand,Ranchi,2023-11-14,2023,11,Car,Battery Electric (BEV),Kia,1,16,39000000,4,0.0026,0.06
Jharkhand,Jamshedpur,2023-12-12,2023,12,Car,Battery Electric (BEV),Mahindra Electric,1,20,39000000,4,0.0026,0.05
Jharkhand,Jamshedpur,2023-12-15,2023,12,3W,Plug-in Hybrid (PHEV),Bajaj Auto,1,11,39000000,4,0.0026,0.09
Jharkhand,Not Specified,2023-12-23,2023,12,2W,Battery Electric (BEV),Okinawa Autotech,9,28,39000000,4,0.0231,0.32
Jharkhand,Ranchi,2024-01-02,2024,1,3W,Plug-in Hybrid (PHEV),Piaggio,2,33,39000000,1,0.0051,0.06
Jharkhand,Ranchi,2024-01-10,2024,1,Commercial,Battery Electric (BEV),Tata Motors,1,51,39000000,1,0.0026,0.02
Jharkhand,Dhanbad,2024-01-15,2024,1,Car,Battery Electric (BEV),Hyundai,2,46,39000000,1,0.0051,0.04
Jharkhand,Ranchi,2024-01-24,2024,1,2W,Battery Electric (BEV),TVS Motor,10,19,39000000,1,0.0256,0.53
Jharkhand,Jamshedpur,2024-02-03,2024,2,2W,Battery Electric (BEV),Ola Electric,7,34,39000000,1,0.0179,0.21
Jharkhand,Dhanbad,2024-02-04,2024,2,Car,Battery Electric (BEV),BYD,2,36,39000000,1,0.0051,0.06
Jharkhand,Jamshedpur,2024-02-13,2024,2,3W,Battery Electric (BEV),YC Electric,4,28,39000000,1,0.0103,0.14
Jharkhand,Jamshedpur,2024-03-09,2024,3,Bus,Battery Electric (BEV),Olectra Greentech,0,34,39000000,1,0.0,0.0
Jharkhand,Ranchi,2024-03-09,2024,3,3W,Plug-in Hybrid (PHEV),Piaggio,2,19,39000000,1,0.0051,0.11
Jharkhand,Ranchi,2024-03-14,2024,3,2W,Battery Electric (BEV),Okinawa Autotech,13,29,39000000,1,0.0333,0.45
Jharkhand,Dhanbad,2024-03-16,2024,3,Commercial,Battery Electric (BEV),Mahindra Electric,0,38,39000000,1,0.0,0.0
Jharkhand,Jamshedpur,2024-03-27,2024,3,Car,Battery Electric (BEV),Hyundai,2,41,39000000,1,0.0051,0.05
Jharkhand,Ranchi,2024-04-12,2024,4,3W,Battery Electric (BEV),Mahindra Electric,3,28,39000000,2,0.0077,0.11
Jharkhand,Dhanbad,2024-04-14,2024,4,2W,Battery Electric (BEV),TVS Motor,12,18,39000000,2,0.0308,0.67
Jharkhand,Dhanbad,2024-04-25,2024,4,Car,Plug-in Hybrid (PHEV),Mahindra Electric,2,43,39000000,2,0.0051,0.05
Jharkhand,Jamshedpur,2024-05-05,2024,5,3W,Battery Electric (BEV),Kinetic Green,3,15,39000000,2,0.0077,0.2
Jharkhand,Jamshedpur,2024-05-06,2024,5,Car,Battery Electric (BEV),BYD,3,50,39000000,2,0.0077,0.06
Jharkhand,Dhanbad,2024-05-11,2024,5,Commercial,Battery Electric (BEV),Mahindra Electric,1,39,39000000,2,0.0026,0.03
Jharkhand,Dhanbad,2024-05-23,2024,5,2W,Plug-in Hybrid (PHEV),Ather Energy,52,39,39000000,2,0.1333,1.33
Jharkhand,Dhanbad,2024-06-07,2024,6,3W,Battery Electric (BEV),Bajaj Auto,3,42,39000000,2,0.0077,0.07
Jharkhand,Jamshedpur,2024-06-10,2024,6,2W,Battery Electric (BEV),TVS Motor,12,31,39000000,2,0.0308,0.39
Jharkhand,Jamshedpur,2024-06-10,2024,6,Car,Battery Electric (BEV),Tata Motors,2,15,39000000,2,0.0051,0.13
Jharkhand,Ranchi,2024-06-11,2024,6,Bus,Battery Electric (BEV),Tata Motors,0,26,39000000,2,0.0,0.0
Jharkhand,Not Specified,2024-06-24,2024,6,Commercial,Battery Electric (BEV),Ashok Leyland,1,22,39000000,2,0.0026,0.05
Jharkhand,Jamshedpur,2024-07-04,2024,7,Commercial,Battery Electric (BEV),Ashok Leyland,1,21,39000000,3,0.0026,0.05
Jharkhand,Dhanbad,2024-07-10,2024,7,3W,Plug-in Hybrid (PHEV),Bajaj Auto,2,22,39000000,3,0.0051,0.09
Jharkhand,Jamshedpur,2024-07-15,2024,7,2W,Battery Electric (BEV),TVS Motor,7,41,39000000,3,0.0179,0.17
Jharkhand,Jamshedpur,2024-07-25,2024,7,Car,Battery Electric (BEV),Mahindra Electric,3,31,39000000,3,0.0077,0.1
Jharkhand,Dhanbad,2024-08-01,2024,8,2W,Battery Electric (BEV),Ather Energy,9,43,39000000,3,0.0231,0.21
Jharkhand,Jamshedpur,2024-08-12,2024,8,3W,Battery Electric (BEV),YC Electric,2,37,39000000,3,0.0051,0.05
Jharkhand,Ranchi,2024-08-27,2024,8,Car,Battery Electric (BEV),Kia,2,26,39000000,3,0.0051,0.08
Jharkhand,Jamshedpur,2024-09-01,2024,9,3W,Battery Electric (BEV),Piaggio,2,20,39000000,3,0.0051,0.1
Jharkhand,Dhanbad,2024-09-06,2024,9,2W,Battery Electric (BEV),Ola Electric,8,31,39000000,3,0.0205,0.26
Jharkhand,Ranchi,2024-09-13,2024,9,Car,Battery Electric (BEV),BYD,2,50,39000000,3,0.0051,0.04
Jharkhand,Dhanbad,2024-09-24,2024,9,Commercial,Battery Electric (BEV),Tata Motors,1,31,39000000,3,0.0026,0.03
Jharkhand,Dhanbad,2024-10-05,2024,10,2W,Battery Electric (BEV),Ather Energy,8,7,39000000,4,0.0205,1.14
Jharkhand,Dhanbad,2024-10-14,2024,10,Car,Battery Electric (BEV),BYD,2,44,39000000,4,0.0051,0.05
Jharkhand,Dhanbad,2024-10-17,2024,10,3W,Battery Electric (BEV),YC Electric,1,30,39000000,4,0.0026,0.03
Jharkhand,Dhanbad,2024-10-21,2024,10,Commercial,Battery Electric (BEV),Eicher Motors,0,23,39000000,4,0.0,0.0
Jharkhand,Jamshedpur,2024-11-02,2024,11,Commercial,Battery Electric (BEV),Eicher Motors,1,24,39000000,4,0.0026,0.04
Jharkhand,Dhanbad,2024-11-12,2024,11,2W,Battery Electric (BEV),Ola Electric,6,52,39000000,4,0.0154,0.12
Jharkhand,Jamshedpur,2024-11-12,2024,11,Car,Battery Electric (BEV),MG Motor,2,22,39000000,4,0.0051,0.09
Jharkhand,Dhanbad,2024-11-14,2024,11,Bus,Battery Electric (BEV),Olectra Greentech,0,19,39000000,4,0.0,0.0
Jharkhand,Dhanbad,2024-11-27,2024,11,3W,Battery Electric (BEV),Kinetic Green,1,34,39000000,4,0.0026,0.03
Jharkhand,Ranchi,2024-12-02,2024,12,2W,Battery Electric (BEV),TVS Motor,9,22,39000000,4,0.0231,0.41
